Liên kết,Ảnh sản phẩm,Mã sản phẩm,Tên sản phẩm,Mã danh mục,Số sản phẩm đã bán,Giá,Giá thị trường,Tiết kiệm,Phần trăm giảm,Đánh giá trung bình,Số lượt đánh giá,Số lượt hỏi đáp,Barcode,Thương Hiệu,Xuất xứ thương hiệu,Nơi sản xuất,Đặc Tính,Giới tính,Thành phần sản phẩm,Hướng dẫn sử dụng,Loại da,Vấn đề về da
https://hasaki.vn/san-pham/mascara-maybelline-lam-day-mi-gap-10-lan-ngan-rung-mi-mau-den-9-2ml-85609.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-mascara-maybelline-lam-day-mi-gap-10-lan-ngan-rung-mi-mau-den-9-2ml-1688618100_img_385x385_622873_fit_center.jpg,205100520,Mascara Maybelline Làm Dày Mi & Ngăn Rụng Mi Màu Đen 9.2ml,50,16,160.000 ₫,198.000 ₫,38.000 ₫,-19%,1.0,1,7,6902395743750,Maybelline,Mỹ,China,Chống Nước/ Lâu Trôi,Nữ,"
Isododecane, Cera Alba / Beeswax, Copernicia Cerifera Cera / Carnauba Wax, Disteardimonium Hectorite, Aqua / Water, Ci 77499 / Iron Oxides, Allyl Stearate/Va Copolymer, Oryza Sativa Cera / Rice Bran Wax




 ","
Lấy cọ ra khỏi chai và lau bớt phần mascara dư
Chải cọ theo đường ziczac từ chân mi đến ngọn mi
Có thể lặp lại để có hiệu quả mong muốn




 ",,
https://hasaki.vn/san-pham/but-ke-mat-lilybyred-dau-manh-lau-troi-02-nau-den-06g-113877.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422215894-1699515473_img_385x385_622873_fit_center.jpg,422215894,"Bút Kẻ Mắt Lilybyred Đầu Mảnh, Lâu Trôi 02 Nâu Đen 0.6g ",50,16,149.000 ₫,225.000 ₫,76.000 ₫,-34%,0.0,0,1,8809393724362,Lilybyred,Hàn Quốc,Korea,Chống Nước/ Lâu Trôi,Tất cả,"
#01 Matt Black
Water, Ethylhexyl Acrylate/Methyl Methacrylate Copolymer, Butylene Glycol, 1,2-Hexanediol, Ethanol, Ammonium Acrylates/Methylstyrene/Styrene Copolymer, Acrylate/Octylacrylamide Copolymer, Phenoxyethanol, Beheneth-30, Methylparaben, Triethanolamine, Propylparaben, Aminomethyl Propanol, Disodium EDTA, Sodium Benzoate, Carbon Black
#02 Matt Brown
Water, Red Iron Oxide, Ethylhexyl Acrylate/Methyl Methacrylate Copolymer, Butylene Glycol, Black Iron Oxide, Beheneth-30, Sodium Polyaspartate, Ammonium Acrylates/Methylstyrene/Styrene Copolymer, Acrylate/Octylacrylamide Copolymer, Phenoxyethanol, Carbon Black, Pentylene Glycol, 1,2-Hexanediol, Caprylyl Glycol, Ethylhexylglycerin, Ethanol, Disodium EDTA, Polyglyceryl-3 Disiloxane Dimethicone, Sodium Hydroxide
 ","
Kẻ đường viền sát chân mi trên, nếu vẽ đuôi mắt, bạn kẻ đường viền đó kéo dài và hướng lên trên khi đến đuôi mắt. ",,
https://hasaki.vn/san-pham/bang-phan-mat-australis-20-mau-dang-li-anh-nhu-20g-78526.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-367800056-1703671881_img_385x385_622873_fit_center.png,367800056,"Bảng Phấn Mắt Australis 20 Màu Dạng Lì, Ánh Nhũ 20g",50,6,388.000 ₫,485.000 ₫,97.000 ₫,-20%,4.7,16,5,9312658839880,australis,Úc,Taiwan,,Nữ,"

(Shimmer) Ingredient: Octyldodecyl Stearoyl Stearate, Pentaerythrityl Tetraisostearate, Dimethicone, Isohexadecane, Isododecane, Phenoxyethanol, Ethylhexylglycerin. May Contain: Mica (CI 77019), Titanium Dioxide (CI 77891), Tin Oxide (CI 77861), Iron Oxide (CI 77491, CI 77492, CI 7749), D&C Red 40 Al. Lake (CI 16035), Manganese Violet (CI 77742), Synthetic Fluorphlogopite, Calcium Sodium Borosilicate (Matte) Ingredient: Talc, Mica, Dimethicone, Aluminum Starch Octenylsuccinate, Dimethicone /Vinyl Dimethicone Crosspolymer, Silica, Octyldodecyl Stearoyl Stearate, Pentaerythrityl Tetraisostearate, Isohexadecane, Isododecane, Phenoxyethanol, Ethylhexylglycerin. May Contain: Mica (CI 77019), Titanium Dioxide (CI 77891), Iron Oxide (CI 77491, CI 77492, CI 77499), D&C Red 40 Al. Lake (CI 16035), FD&C Yellow No.5 Al. Lake (CI 19140), Manganese Violet (CI 77742)

 ","



Dùng cọ lấy 1 lượng nhỏ sản phẩm chấm lên bầu mắt, sau đó tán đều ra, có thể điều chỉnh độ đậm nhạt hoặc kết hợp nhiều màu để đánh mắt dạng khói.



 ",,
https://hasaki.vn/san-pham/bang-phan-mat-3ce-multi-eye-color-beach-muse-85g-117087.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-bang-phan-mat-3ce-multi-eye-color-beach-muse-85g-1706518986_img_385x385_622873_fit_center.png,422218042,Bảng Phấn Mắt 3CE Multi Eye Color - Beach Muse 8.5g,50,5,507.000 ₫,780.000 ₫,273.000 ₫,-35%,0.0,0,0,8809437399662,3CE,Hàn Quốc,Korea,Có Nhũ,Tất cả,"
Dry Bouquet
#A
Talc, Silica, Mica, Hexyl Laurate, Titanium Dioxide, Phenyl Trimethicone, Caprylic/Capric Triglyceride, Dimethicone, Diisostearyl Malate, 1,2-Hexanediol, Methicone, Glyceryl Caprylate, Lauroyl Lysine, Aluminum Hydroxide, Triethoxycaprylylsilane, Iron Oxides(Ci 77491), Iron Oxides(Ci 77492), Iron Oxides(Ci 77499)
#B
Talc, Silica, Mica, Titanium Dioxide, Hexyl Laurate, Phenyl Trimethicone, Caprylic/Capric Triglyceride, Aluminum Hydroxide, Dimethicone, Diisostearyl Malate, 1,2-Hexanediol, Methicone, Glyceryl Caprylate, Lauroyl Lysine, Iron Oxides(Ci 77491), Iron Oxides(Ci 77499), Yellow 5 Lake(Ci 19140), Ci 73360
#C
Talc, Silica, Titanium Dioxide, Mica, Hexyl Laurate, Aluminum Hydroxide, Phenyl Trimethicone, Caprylic/Capric Triglyceride, Diisostearyl Malate, Dimethicone, 1,2-Hexanediol, Lauroyl Lysine, Methicone, Glyceryl Caprylate, Yellow 5 Lake(Ci 19140), Iron Oxides(Ci 77491), Iron Oxides(Ci 77499), Ci 73360
#D
Talc, Silica, Mica, Titanium Dioxide, Hexyl Laurate, Phenyl Trimethicone, Caprylic/Capric Triglyceride, Dimethicone, Diisostearyl Malate, Aluminum Hydroxide, 1,2-Hexanediol, Methicone, Glyceryl Caprylate, Lauroyl Lysine, Yellow 5 Lake(Ci 19140), Iron Oxides(Ci 77491), Iron Oxides(Ci 77499), Ci 73360
#E
Talc, Silica, Mica, Titanium Dioxide, Hexyl Laurate, Aluminum Hydroxide, Phenyl Trimethicone, Caprylic/Capric Triglyceride, Diisostearyl Malate, Dimethicone, 1,2-Hexanediol, Methicone, Glyceryl Caprylate, Lauroyl Lysine, Iron Oxides(Ci 77491), Iron Oxides(Ci 77499), Manganese Violet, Ci 73360, Iron Oxides(Ci 77492)
#F
Talc Mica, Silica, Triethylhexanoin, Boron Nitride, Caprylic/Capric Triglyceride, Dimethicone, Diphenyl Dimethicone/Vinyl Diphenyl Dimethicone/Silsesquioxane Crosspolymer, Titanium Dioxide, Magnesium Myristate, Methicone, 1,2-Hexanediol, Diisostearyl Malate, Maltodextrin, Triethoxycaprylylsilane, Glyceryl Caprylate, Aluminum Hydroxide, Yellow 5 Lake(Ci 19140), Iron Oxides(Ci 77491), Carmine, Iron Oxides(Ci 77499)
#G
Talc, Silica, Mica, Titanium Dioxide, Aluminum Hydroxide, Hexyl Laurate, Phenyl Trimethicone, Caprylic/Capric Triglyceride, Diisostearyl Malate, Dimethicone, 1,2-Hexanediol, Lauroyl Lysine, Methicone, Glyceryl Caprylate, Triethoxycaprylylsilane, Iron Oxides(Ci 77492), Ci 73360, Iron Oxides(Ci 77499), Iron Oxides(Ci 77491), Ultramarines(Ci 77007)
#H
Talc, Silica, Mica, Titanium Dioxide, Caprylic/Capric Triglyceride, Hexyl Laurate, Phenyl Trimethicone, Triethoxycaprylylsilane, 1,2-Hexanediol, Methicone, Diisostearyl Malate, Glyceryl Caprylate, Lauroyl Lysine, Aluminum Hydroxide, Iron Oxides(Ci 77491), Iron Oxides(Ci 77492), Red 7 Lake(Ci 15850:1), Iron Oxides(Ci 77499)
#I
Talc, Silica, Mica, Titanium Dioxide, Hexyl Laurate, Aluminum Hydroxide, Caprylic/Capric Triglyceride, Phenyl Trimethicone, Diisostearyl Malate, Triethoxycaprylylsilane, 1,2-Hexanediol, Methicone, Lauroyl Lysine, Glyceryl Caprylate, Iron Oxides(Ci 77491), Iron Oxides(Ci 77499), Ci 73360, Iron Oxides(Ci 77492) ","


Dùng cọ lấy 1 lượng nhỏ sản phẩm chấm lên bầu mắt, sau đó tán đều ra, có thể điều chỉnh độ đậm nhạt hoặc kết hợp nhiều màu để đánh mắt dạng khói.


Lưu ý: 


Nếu bạn gặp bất kỳ triệu chứng nào như mẩn đỏ, sưng tấy, ngứa ngáy trong quá trình sử dụng hoặc do tiếp xúc với ánh nắng trực tiếp sau khi sử dụng, hãy tạm ngừng sử dụng và hỏi ý kiến bác sĩ. 


Không sử dụng sản phẩm trên vết thương hoặc bất kỳ vùng da nào bị kích ứng. 

 ",,
https://hasaki.vn/san-pham/mascara-long-may-lilybyred-lau-troi-01-nau-sang-35g-113895.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422215903-1698219870_img_385x385_622873_fit_center.png,422215903,Mascara Lông Mày Lilybyred Lâu Trôi 01 Nâu Sáng 3.5g,50,17,134.000 ₫,187.000 ₫,53.000 ₫,-28%,5.0,1,0,8809393722719,Lilybyred,Hàn Quốc,Korea,Chống Nước/ Lâu Trôi,Tất cả,"
Water, Methyl Trimethicone, Cyclopentasiloxane, Talc, Butylene Glycol, Trimethylsiloxysilicate, Acrylates/Stearyl Acrylate/Dimethicone Methacrylate Copolymer, Nylon-12, Peg-10 Dimethicone, Titanium Dioxide (CI 77891), Iron Oxides (CI 77492), Magnesium Sulfate, Iron Oxides (CI 77499), 1,2-Hexanediol, Disteardimonium Hectorite, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Iron Oxides (CI 77491), Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Potassium Sorbate, Phenoxyethanol, Triethoxycaprylylsilane, Dimethicone, Disodium EDTA, Hydrogenated Castor Oil Isostearate, Tocopherol, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethicone Crosspolymer, Synthetic Fluorphlogopite, Mica (CI 77019), Methyl Methacrylate Crosspolymer ","


Để cọ thẳng đứng (nằm song song với lông mày), chải mascara theo hướng ngược lại của lông mày, trừ phần đầu lông mày.


Bắt đầu chải lông màu từ phía đầu lông mày đến phía cuối lông mày để tạo kết cấu tự nhiên.


Ở đầu lông mày, chải mascara theo hướng từ dưới lên để màu lên rõ hơn.

 ",,
https://hasaki.vn/san-pham/ke-mat-nuoc-silkygirl-chong-lem-chong-tham-nuoc-1ml-60526.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-249400118-1695376297_img_385x385_622873_fit_center.png,249400118,"Kẻ Mắt Nước Silkygirl Không Lem, Không Thấm Nước 1ml",50,11,197.000 ₫,198.000 ₫,1.000 ₫,-1%,5.0,4,3,9555250048704,Silkygirl,Malaysia,Malaysia,Chống Nước/ Lâu Trôi,Tất cả,"

Kẻ Mắt Nước Silkygirl Perfect Sharp Matte Eyeliner được sản xuất từ những thành phần tự nhiên đồng thời bổ sung vitamin E, an toàn cho làn da bạn.


Với công thức gốc nước (water-based) nhanh khô, với đầu bút dễ kẻ, dễ kiểm soát.

Thành phần chi tiết:
Phenylpropanol, CI 50420 (Black 2), Water, Methylpropanediol, Styrene/Acrylates Copolymer, Styrene/Acrylates/Ammonium Methacrylate Copolymer, Cellulose, Peg-60 Hydrogenated Castor Oil, Coco-Glucoside, Poloxamer 407, Citric Acid, Caprylyl Glycol,... ","


Dùng bút viền sát chân mi trên hoặc dưới tùy ý theo hướng từ trong ra ngoài.


Có thể dùng để kẻ tất cả các loại mắt nước: viền đầy mắt, viền nửa mắt, kẻ mắt mèo,...

 ",,
https://hasaki.vn/san-pham/chi-ke-may-maybelline-36h-lau-troi-02-nau-tu-nhien-0-25g-101435.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422207776-1692008374_img_385x385_622873_fit_center.png,422207776,Chì Kẻ Mày Maybelline 36H Lâu Trôi 02 Nâu Tự Nhiên 0.25g,50,15,142.000 ₫,188.000 ₫,46.000 ₫,-24%,5.0,1,0,6902395829522,Maybelline,Mỹ,China,,Tất cả,"
Dimethicone, Synthetic Fluorphlogopite, Trimethylsiloxysilicate, Polyethylene, Acrylates/Stearyl Acrylate/Dimethicone Methacrylate Copolymer, Polyisobutene, Paraffin, Nylon-12, Cera Microcristallina, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Ci 77491 (Iron Oxides), Ci 77492 (Iron Oxides), Ci 77499 (Iron Oxides), Ci 77891 (Titanium Dioxide), (F.I.L. D255406/1) ","


Định hình dáng chân mày phù hợp với khuôn mặt.


Dùng đầu nhọn vẽ khung chân mày, sau đó dùng cạnh bút nghiêng tô theo dáng chân mày đã định hình.


Tô lại những phần bị nhạt và tạo hình đuôi chân mày.


Dùng đầu lược chải và tán cho đều màu.

 ",,
https://hasaki.vn/san-pham/mascara-australis-chong-tham-nuoc-lam-dai-va-day-mi-86527.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-367800161-1703666165_img_385x385_622873_fit_center.png,367800161,Mascara Australis Làm Dày Mi Chống Thấm Nước Lâu Trôi 6g,50,9,232.000 ₫,290.000 ₫,58.000 ₫,-20%,4.3,6,1,9312658844068,australis,Úc,,,,"
 ","



Vuốt mascara theo chiều mọc tự nhiên của lông mi, hoặc vuốt theo hình ziczac, đều tay và nhẹ nhàng để tránh làm các sợi mi dính lại với nhau.



 ",Da thường/Mọi loại da,
https://hasaki.vn/san-pham/mascara-b-o-m-lam-dai-cong-mi-mau-den-8g-89105.html,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-mascara-b-o-m-lam-dai-cong-mi-mau-den-8g_8kjiWCA5eBRdmy5s_img_385x385_622873_fit_center.png,343100051,Mascara B.O.M Làm Dày & Cong Mi 01 Màu Đen 8g,50,8,260.000 ₫,348.000 ₫,88.000 ₫,-25%,4.2,6,4,8809491943962,B.O.M,Hàn Quốc,Korea,,Tất cả,"
1. Mascara B.O.M Làm Dày & Cong Mi 01 Màu Đen 8g
Thành phần đầy đủ: 
Isododecane, Trimethylsiloxysilicate, Talc, Ceresin, Polyethylene, Ethylene/Propylene Copolymer, Beeswax, Polymethylsilsesquioxane, Polymethyl Methacrylate, Microcrystalline Wax, Polypropylsilsesquioxane, Disteardimonium Hectorite, 1,2-Hexanediol, Nylon-6, Propylene Carbonate, VP/Hexadecene Copolymer, Ethylhexylglycerin, Silica, Tri ethoxycaprylylsilane, Iron Oxides, CI 77499
2. Mascara B.O.M Làm Dày & Cong Mi 02 Màu Nâu 8g
Thành phần đầy đủ: 
Isododecane, Trimethylsiloxysilicate, Talc, Ceresin, Polyethylene, CI 77499, Ethylene/ Propylene Copolymer, CI 77491, Beeswax, Polymethylsilsesquioxane, Polymethyl Methacrylate, CI 77492, Microcrystalline Wax, Polypropylsilsesquioxane, Disteardimoniu m Hectorite,1,2-Hexanediol, Nylon-6, CI 7789, Propylene Carbonate, VP/Hexadecene Copolymer, Red 7 Lake, Ethylhexylglycerin, Silica, Triethoxycaprylylsilane
3. Mascara B.O.M Làm Dày & Cong Mi 03 Màu Đỏ Tía 8g
Thành phần đầy đủ: 
Isododecane, Trimethylsiloxysilicate, Talc, Ceresin, Polyethylene, Ethylene/Propylene Copolymer, CI 77499, Beeswax, Polymethylsilsesquioxane, Polymethyl Methacrylate, Red 7 Lake, CI 77491, Microcrystalline Wax, C177492, Polypropylsilsesquioxane, Disteardimonium Hectorite, 1,2-Hexanediol, CI 77891, Nylon-6, PEG-60 Hydrogenated Castor Oil, Propylene Carbonate, VP/Hexadecene Copolymer, Ethylhexylglycerin, Silica, Triethoxycaprylylsilane ","


Lấy cọ ra khỏi chai và lau bớt phần mascara dư. 


Chải cọ theo đường zig zag từ chân mi đến ngọn mi.


Có thể lặp lại để có hiệu quả mong muốn.

 ",,
https://hasaki.vn/san-pham/chi-ke-mat-b-o-m-sieu-manh-lau-troi-03-mau-nau-dam-0-1g-105335.html,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-chi-ke-mat-b-o-m-sieu-manh-lau-troi-03-mau-nau-dam-0-1g_ZDhrpL7ZrRwLPkpf_img_385x385_622873_fit_center.png,422210241,Chì Kẻ Mắt B.O.M Siêu Mảnh Lâu Trôi 03 Màu Nâu Đậm 0.1g,50,9,258.000 ₫,268.000 ₫,10.000 ₫,-4%,5.0,1,2,8809721243220,B.O.M,Hàn Quốc,Korea,,Tất cả,"
1. 01 Midnight Black
Thành phần đầy đủ:
Methyl Trimethicone, Trimethylsiloxysilicate, Synthetic Wax, Ceresin, Isohexadecane, Euphorbia Cerifera (Candelilla) Wax, Microcrystalline Wax, Polyglyceryl-2 Triisostearate, Acrylates/Stearyl Acrylate/Dimethicone Methacrylate Copolymer, Polyhydroxystearic Acid, Lecithin, Ethylhexyl Palmitate, Isostearic Acid, Isopropyl Myristate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Dimethicone, Polyglyceryl-3 Polyricinoleate, Glyceryl Caprylate, Caprylyl Glycol, Iron Oxide Black (CI 77499), Mica (CI 77019)
2. 03 Deep Brown
Methyl Trimethicone, Trimethylsiloxysilicate, Synthetic Wax, Ceresin, Isohexadecane, Euphorbia Cerifera (Candelilla) Wax, Microcrystalline Wax, Polyglyceryl-2 Triisostearate, Acrylates/Stearyl Acrylate/Dimethicone Methacrylate Copolymer, Polyhydroxystearic Acid, Lecithin, Ethylhexyl Palmitate, Isostearic Acid, Isopropyl Myristate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Dimethicone, Polyglyceryl-3 Polyricinoleate, Glyceryl Caprylate, Caprylyl Glycol, Iron Oxide Black (CI 77499), Iron Oxide Red (CI 77491), Mica (CI 77019), Iron Oxide Yellow (CI 77492)
3. 04 Classic Brown
Thành phần đầy đủ: 
Methyl Trimethicone, Trimethylsiloxysilicate, Synthetic Wax, Ceresin, Isohexadecane, Euphorbia Cerifera (Candelilla) Wax, Microcrystalline Wax, Polyglyceryl-2 Triisostearate, Acrylates/Stearyl Acrylate/Dimethicone Methacrylate Copolymer, Polyhydroxystearic Acid, Lecithin, Ethylhexyl Palmitate, Isostearic Acid, Isopropyl Myristate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Dimethicone, Polyglyceryl-3 Polyricinoleate, Glyceryl Caprylate, Caprylyl Glycol, Iron Oxide Black (CI 77499), Iron Oxide Red (CI 77491), Mica (CI 77019), Iron Oxide Yellow (CI 77492), Titanium Dioxide (CI 77891)
  ","


Kẻ những đường ngắn sát mi mắt.


Nối những đường kẻ cho nét vẽ liền mạch, tạo nét vẽ mỏng hoặc dày tùy theo phong cách.


Nhờ đầu cọ cực kì sắc nét và linh hoạt, bạn có thể sáng tạo thêm những họa tiết để mắt trông thật nổi bật và thể hiện cá tính của riêng mình.


Khi tẩy trang nên sử dụng tẩy trang chuyên dụng dành cho mắt và môi để tẩy trang dễ dàng và hiệu quả nhất.


Tips: Xoay nhẹ đầu bút để có nét vẽ to hơn.

 ",,
https://hasaki.vn/san-pham/but-ke-mat-nuoc-silkygirl-lau-troi-0-5g-80921.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-249400219-1695369440_img_385x385_622873_fit_center.png,249400219,Bút Kẻ Mắt Nước Silkygirl Lâu Trôi 0.5g,50,13,161.000 ₫,168.000 ₫,7.000 ₫,-4%,4.2,5,8,9555250053852,Silkygirl,Malaysia,,Chống Nước/ Lâu Trôi,Tất cả,"
 ","



Bước 1: Lắc sản phẩm trước khi sử dụng.


Bước 2: Kẻ những đường ngắn sát mi mắt. Nối những đường kẻ cho nét vẽ liền mạch, tạo nét vẽ mỏng hoặc dày tùy theo phong cách. 


Bước 3: Tự tin sáng tạo thêm những kiểu mắt mèo, hoặc đôi cánh cá tính, để mắt trông thật nổi bật & thể hiện phong cách của riêng mình. 


Bước 4: Tẩy trang bằng nước ấm hoặc sử dụng tẩy trang chuyên dụng dành cho mắt & môi để tẩy trang dễ dàng & hiệu quả nhất.



 ",,
https://hasaki.vn/san-pham/but-ke-chan-may-dang-soi-cathy-doll-04-grey-brown-1g-74238.html,https://media.hcdn.vn/catalog/product/g/o/google-shopping-but-ke-chan-may-dang-soi-cathy-doll-04-grey-brown-1g_img_385x385_622873_fit_center.jpg,309300099,Bút Kẻ Chân Mày Dạng Sợi Cathy Doll 04 Grey Brown 1g,50,10,189.000 ₫,,,,4.0,1,2,8858842065228,Cathy Doll,Thái Lan,,Chống Nước/ Lâu Trôi,Tất cả,"
Water, Acrylates/Ethylhexyl Acrylate Copolymer, Acrylates/Dimethylaminoethyl Methacrylate Copolymer, Butylene Glycol, Ethylhexylglycerin, Phenoxyethanol, Caprylyl Glycol, Tetrasodium Edta, Ci 19140, Ci 17200, Ci 42090 ","


Dùng bút xăm lông mày kẻ theo dáng lông mày mong muốn, kẻ thật dứt khoát để tạo thành từng sợi rõ nét, tự nhiên như được xăm 4D thật.


Tiếp tục kẻ đến khi đạt được dáng, màu sắc, độ đậm nhạt mà bạn ưng ý thì dừng lại.

 ",,
https://hasaki.vn/san-pham/chi-may-vacosi-dinh-hinh-da-nang-05-nau-tu-nhien-5ml-4396.html,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-chi-may-vacosi-dinh-hinh-da-nang-05-nau-tu-nhien-5ml_BM1j3CRahqtwMi4Y_img_385x385_622873_fit_center.png,201100056,Chì Mày Vacosi Định Hình Đa Năng 05 Nâu Tự Nhiên 5ml,50,20,94.000 ₫,112.000 ₫,18.000 ₫,-16%,4.5,17,31,8809399379320,Vacosi,Hàn Quốc,,Dạng Lì,Tất cả,"
Nội dung đang được cập nhật ","


Dùng đầu chì định hình khuôn lông mày cho dáng mày sắc nét và quyến rũ.


Tán đều bột mày. 


Chải gọn chân mày.

 ",,
https://hasaki.vn/san-pham/chi-ke-mat-lilybyred-sieu-manh-lau-troi-02-nau-den-014g-113875.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422215893-1699516427_img_385x385_622873_fit_center.jpg,422215893,Chì Kẻ Mắt Lilybyred Siêu Mảnh Lâu Trôi 02 Nâu Đen 0.14g,50,15,130.000 ₫,169.000 ₫,39.000 ₫,-23%,4.0,1,0,8809393722979,Lilybyred,Hàn Quốc,Korea,Chống Nước/ Lâu Trôi,Tất cả,"
#01 Matte Black
Black Iron Oxide, Trimethylsiloxysilicate, Cyclopentasiloxane, Methyl Trimethicone, Polyethylene, Ceresin, Synthetic Wax, Carnauba Wax, Diisostearyl Malate, Carbon Black
#02 Matte Brown
Trimethylsiloxysilicate, Cyclopentasiloxane, Black Iron Oxide, Methyl Trimethicone, Red Iron Oxide, Synthetic Wax, Yellow Iron Oxide, Polyethylene, Ceresin, Mica, Cetyl Alcohol, Polyglyceryl-2 Triisostearate, Polyisobutene, Carnauba Wax, Methicone, Dimethicone
 ","
Vẽ đường viền sát chân mi, có thể điều chỉnh độ dày mỏng tùy theo ý thích. ",,
https://hasaki.vn/san-pham/but-ke-chan-may-dang-soi-cathy-doll-03-dark-brown-2g-74236.html,https://media.hcdn.vn/catalog/product/g/o/google-shopping-but-ke-chan-may-dang-soi-cathy-doll-03-dark-brown-2g_img_385x385_622873_fit_center.jpg,309300098,Bút Kẻ Chân Mày Dạng Sợi Cathy Doll 03 Dark Brown 2g,50,9,189.000 ₫,,,,4.0,1,2,8858842065211,Cathy Doll,Thái Lan,,Chống Nước/ Lâu Trôi,Tất cả,"
Water, Acrylates/Ethylhexyl Acrylate Copolymer, Acrylates/Dimethylaminoethyl Methacrylate Copolymer, Butylene Glycol, Ethylhexylglycerin, Phenoxyethanol, Caprylyl Glycol, Tetrasodium Edta, Ci 19140, Ci 17200, Ci 42090 ","


Dùng bút xăm lông mày kẻ theo dáng lông mày mong muốn, kẻ thật dứt khoát để tạo thành từng sợi rõ nét, tự nhiên như được xăm 4D thật.


Tiếp tục kẻ đến khi đạt được dáng, màu sắc, độ đậm nhạt mà bạn ưng ý thì dừng lại.

 ",Da thường/Mọi loại da,
https://hasaki.vn/san-pham/bang-phan-mat-lilybyred-10-o-mau-m04-cool-membership-105g-113891.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422215901-1698979395_img_385x385_622873_fit_center.jpg,422215901,Bảng Phấn Mắt Lilybyred 10 Ô Màu M04 Cool Membership 10.5g,50,5,374.000 ₫,505.000 ₫,131.000 ₫,-26%,0.0,0,0,8809716941568,Lilybyred,Hàn Quốc,Korea,Có Nhũ,Nữ,"
Talc, mica, boron nitride, nylon-12, titanium dioxide, octyldodecyl stearoyl stearate, diisostearyl maleate, magnesium myristate, dimethicone, isocetyl myristate, hydrogenated palm oil, hydroGenated rapeseed oil, caprylyl glycol, glyceryl caprylate, etc ","
Dùng cọ hoặc tay lấy 1 lượng vừa đủ phấn mắt rồi tán đều lên mí mắt. Với màu nhũ, bạn nên dùng tay để tán nhằm giúp tăng độ bám dính và hiệu quả lấp lánh cho đôi mắt của bạn.
*Lưu ý:


Tránh để sản phẩm tiếp xúc trực tiếp với mắt.


Trong trường hợp bị kích ứng, cần ngưng sử dụng tham khảo ý kiến của bác sĩ da liễu.


Đậy kín nắp sau khi dùng.

 ",,
https://hasaki.vn/san-pham/ke-may-cathy-doll-3-trong-1-02-medium-brown-0-16g-0-4g-101363.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422207746-1704512464_img_385x385_622873_fit_center.png,422207746,Kẻ Mày Cathy Doll 3 Trong 1 #02 Medium Brown 0.16g + 0.4g,50,12,135.000 ₫,169.000 ₫,34.000 ₫,-20%,0.0,0,0,8858842089965,Cathy Doll,,,3 in 1,Tất cả,"
Thành phần chính:


Chứa tinh dầu Hạt Cải và dầu Đậu Nành: giúp ngăn lông mày rụng và thưa dần, nuôi dưỡng lông mày rậm đẹp tự nhiên.


Thành phần đầy đủ:
Hydrogenated Rapeseed Oil, Hydrogenated Soybean Oil, C10-18 Triglycerides, Hydrogenated Palm Oil, Mica,Cetearyl Methicone, Synthetic Japan Wax, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Boron Nitride, Zinc Stearate,… ","


Dùng đầu bút chì vẽ khung chân mày.


Tán chì đều màu bằng mút tán cushion.


Đầu cọ chải giúp định hình dáng mày gọn gàng tự nhiên.

 ",,
